1.592486000535903000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000577963000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000620028000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486000662019000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000703889000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000746019000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486000788036000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486000830166000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000872197000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000914147000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486000956147000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486000998156000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001040319000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001082273000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001124143000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001166272000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001208405000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001250445000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001292409000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001334275000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001376406000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001418391000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001460525000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001502582000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001544397000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001586554000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001628518000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001670751000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001712514000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001754553000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001796649000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001838781000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486001881274000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486001922764000e+15 0.000000000000000000e+00 -1.396263401599999975e-02
1.592486001964761000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486002006764000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002048788000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002091129000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002132887000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002174750000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486002216870000e+15 0.000000000000000000e+00 -1.221730476400000043e-02
1.592486002258870000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002301005000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002343003000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002384904000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002426993000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002468991000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002510991000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002553016000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002595066000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002637132000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
1.592486002679137000e+15 0.000000000000000000e+00 -1.047197551199999938e-02
