3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840311621474102e+05 5.471988891596911475e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840190668927971e+05 5.471988891905298457e+06
3.603840819050684804e+05 5.471988982999357395e+06
3.603846652123467647e+05 5.471990024863950908e+06
3.603860803444619523e+05 5.471992361806441098e+06
3.603874079745130730e+05 5.471994589744744822e+06
3.603881420919100055e+05 5.471995850235529244e+06
3.603887720755141927e+05 5.471997298773808405e+06
3.603891946367668570e+05 5.472000105965305120e+06
3.603882451417089906e+05 5.472003689708266407e+06
3.603856137543112272e+05 5.472006815773894079e+06
3.603813801337744808e+05 5.472009760222286917e+06
3.603758551655557239e+05 5.472012848836626858e+06
3.603690464110794128e+05 5.472016378056069836e+06
3.603609325187181821e+05 5.472020459665574133e+06
3.603520312237736071e+05 5.472024987771242857e+06
3.603431095330147073e+05 5.472029664726238698e+06
3.603334953166390769e+05 5.472034711605908349e+06
3.603232132412955398e+05 5.472040146324127913e+06
3.603128372605680488e+05 5.472045694693646394e+06
3.603027478019312257e+05 5.472051087459975854e+06
3.602930262205981417e+05 5.472056192770957947e+06
3.602838254957643803e+05 5.472060839867824689e+06
3.602754869263027795e+05 5.472064649253592826e+06
3.602680769309640746e+05 5.472067378218730912e+06
3.602620463317368412e+05 5.472069145029288717e+06
3.602572426164135104e+05 5.472070138965328224e+06
3.602535175302138668e+05 5.472070716053178534e+06
3.602507249853964895e+05 5.472070842940443195e+06
3.602474704633669462e+05 5.472070888923450373e+06
3.602429979217187501e+05 5.472070632288949564e+06
3.602381340809316607e+05 5.472070218792125583e+06
3.602331492883978644e+05 5.472069808386846446e+06
3.602276306204390712e+05 5.472069819477574900e+06
3.602211720478557982e+05 5.472070466362640262e+06
3.602129119846686954e+05 5.472071659804774448e+06
3.602035716786867706e+05 5.472072732524048537e+06
3.601935948631694191e+05 5.472073524882343598e+06
3.601823777290965081e+05 5.472074089379312471e+06
3.601702463690138538e+05 5.472074399156034924e+06
3.601581629162539029e+05 5.472074689196890220e+06
3.601456440409081988e+05 5.472074990385458805e+06
3.601326176457917318e+05 5.472075323105600663e+06
3.601193889476439217e+05 5.472075790799709037e+06
3.601062314007796813e+05 5.472076201090192422e+06
3.600807122164620087e+05 5.472076908731997013e+06
3.600684366644359543e+05 5.472077259497562423e+06
3.600566197785126860e+05 5.472077561489898711e+06
3.600452392624421045e+05 5.472077889433087781e+06
3.600347008838600013e+05 5.472078492502727546e+06
3.600254614153056173e+05 5.472079247781821527e+06
3.600173809264651500e+05 5.472080362773347646e+06
3.600105684604817652e+05 5.472083262210791931e+06
3.600057826622427674e+05 5.472088742423118092e+06
3.600030918723767390e+05 5.472095689299599268e+06
3.600019878740166896e+05 5.472103633808717132e+06
3.600016121690925211e+05 5.472112134416151792e+06
3.600016967702228576e+05 5.472121123816162348e+06
3.600022784338561469e+05 5.472130619608229958e+06
3.600028067273307825e+05 5.472140394854554906e+06
3.600032636191321071e+05 5.472150691027143970e+06
3.600038803337113350e+05 5.472161557832125574e+06
3.600046500173832756e+05 5.472172253872503527e+06
3.600053317197883152e+05 5.472182822387354448e+06
3.600060606317822821e+05 5.472192870594753884e+06
3.600069289957130095e+05 5.472202692765229382e+06
3.600077786313738907e+05 5.472212255864398554e+06
3.600083384647827479e+05 5.472221844912424684e+06
3.600096737814713269e+05 5.472231469751747325e+06
3.600112507361718453e+05 5.472241551896163262e+06
3.600127501286641927e+05 5.472251914113568142e+06
3.600141048545235535e+05 5.472262298569225706e+06
3.600153445671228692e+05 5.472272444954623468e+06
3.600165233618709026e+05 5.472281628853671253e+06
3.600175279042355251e+05 5.472289204288027249e+06
3.600190203289621277e+05 5.472301661626941524e+06
3.600198567426374648e+05 5.472308814955922775e+06
3.600206444910193095e+05 5.472317378516666591e+06
3.600218989020815352e+05 5.472327153741491027e+06
3.600235310485792579e+05 5.472337976050295867e+06
3.600251382413847023e+05 5.472350189445654862e+06
3.600268537722672336e+05 5.472363327037263662e+06
3.600287639752463438e+05 5.472376978753308766e+06
3.600304367996271467e+05 5.472390339909405448e+06
3.600321300177635858e+05 5.472403552230137400e+06
3.600337478222318459e+05 5.472416655243352987e+06
3.600355460883251508e+05 5.472429716565101407e+06
3.600374619753286242e+05 5.472442645105381496e+06
3.600394921671686461e+05 5.472455311173873022e+06
3.600433708620239049e+05 5.472481111439952627e+06
3.600458819913624320e+05 5.472492708475587890e+06
3.600476116943950765e+05 5.472505456385026686e+06
3.600493627380868420e+05 5.472518092513565905e+06
3.600511102414007764e+05 5.472530116935812868e+06
3.600526393886033911e+05 5.472540700873751193e+06
3.600538773983224528e+05 5.472549364165523089e+06
3.600550400705689099e+05 5.472556027137585916e+06
3.600564281168573652e+05 5.472560144463350996e+06
3.600573054436100647e+05 5.472562272598183714e+06
3.600574220856251195e+05 5.472563048267797567e+06
3.600572729501794092e+05 5.472562421743238345e+06
3.600574145084810443e+05 5.472562751832490787e+06
3.600578745181434788e+05 5.472563704118461348e+06
3.600581282373443246e+05 5.472564161115990952e+06
3.600581543196153943e+05 5.472564234606554732e+06
3.600581543196153943e+05 5.472564234606554732e+06
3.600581547931845998e+05 5.472564253133761697e+06
3.600581543196153943e+05 5.472564234606554732e+06
3.600582437132854830e+05 5.472564417714701034e+06
3.600589885144915897e+05 5.472565622271640226e+06
3.600606742425500415e+05 5.472567655586523004e+06
3.600634230377870845e+05 5.472570088134112768e+06
3.600670899884950486e+05 5.472573405641815625e+06
3.600711915883672191e+05 5.472577156986248679e+06
3.600764570438608062e+05 5.472580989823974669e+06
3.600832648758629221e+05 5.472583615272333845e+06
3.600915895194862969e+05 5.472584032867873088e+06
3.601011525216740556e+05 5.472583658720475622e+06
3.601112310447364580e+05 5.472583568046475761e+06
3.601216173363865819e+05 5.472584155481931753e+06
3.601325165163995116e+05 5.472585397248849273e+06
3.601436010973954690e+05 5.472587264637268148e+06
3.601540048338924535e+05 5.472589483146203682e+06
3.601630433664851589e+05 5.472591792162025347e+06
3.601703202272254275e+05 5.472593831018102355e+06
3.601755487420313293e+05 5.472595273321765475e+06
3.601787651962188538e+05 5.472596118140606210e+06
3.601806530025708489e+05 5.472596589028520510e+06
3.601817499722417560e+05 5.472596894720811397e+06
3.601822617021148326e+05 5.472597029966403730e+06
3.601824319632973056e+05 5.472597062696803361e+06
3.601825901305582374e+05 5.472597095736067742e+06
3.601826873550666496e+05 5.472597111792415380e+06
3.601827120160579216e+05 5.472597129701909609e+06
3.601826999221388251e+05 5.472597130010767840e+06
3.601827120160579216e+05 5.472597129701909609e+06
3.601829190321433125e+05 5.472597180032963865e+06
3.601845267850118689e+05 5.472597583917086013e+06
3.601877790448663291e+05 5.472598409287400544e+06
3.601921863761054701e+05 5.472599446173739620e+06
3.601975263560249005e+05 5.472600514865613542e+06
3.602037598636439652e+05 5.472601505128902383e+06
3.602115859799088794e+05 5.472602306420492008e+06
3.602207367466118303e+05 5.472602851431386545e+06
3.602304338975448627e+05 5.472602993183446117e+06
3.602408073599130148e+05 5.472603080609339289e+06
3.602520386112974957e+05 5.472602163577105850e+06
3.602636336993460427e+05 5.472600328856824897e+06
3.602759473362970166e+05 5.472598197733896784e+06
3.602885116443510633e+05 5.472595930467239581e+06
3.603014420885028085e+05 5.472593783662228845e+06
3.603145655715959147e+05 5.472591613423668779e+06
3.603279169577792054e+05 5.472589363245698623e+06
3.603413157840539934e+05 5.472587074812036008e+06
3.603546634089520667e+05 5.472584676481994800e+06
3.603679161826999625e+05 5.472582354761149734e+06
3.603810373503185692e+05 5.472580092046842910e+06
3.603941715662619099e+05 5.472577866110220551e+06
3.604073178854964208e+05 5.472575639896943234e+06
3.604203069925664458e+05 5.472573417723742314e+06
3.604329221405130811e+05 5.472571242193385959e+06
3.604449911795272492e+05 5.472569006455864757e+06
3.604565594682773808e+05 5.472566116095387377e+06
3.604782940828294959e+05 5.472556607709293254e+06
3.604883711130764568e+05 5.472551234083700925e+06
3.604979077083726879e+05 5.472546022561929189e+06
3.605071303486670367e+05 5.472540837595954537e+06
3.605163195560261374e+05 5.472535764733525924e+06
3.605258324875403778e+05 5.472530572404944338e+06
3.605355273195804330e+05 5.472525393999343738e+06
3.605454192743175663e+05 5.472519876884470694e+06
3.605558028592083720e+05 5.472514180413670838e+06
3.605666603205318097e+05 5.472508082571191713e+06
3.605780860561283771e+05 5.472501488260007463e+06
3.605897488120172638e+05 5.472494220526365563e+06
3.606008989270690363e+05 5.472486780479037203e+06
3.606117927362616174e+05 5.472479254284963943e+06
3.606228535353891784e+05 5.472471631166782230e+06
